_id,keywords
{ "$oid" : "515ee02ddcd7f3713e000764" }," russia build pr turkey nuclear plant overshadow chernobyl fukushima russian power corpor build pr ahead construct turkey nuclear power plant"
{ "$oid" : "515ee02edcd7f3713e000765" }," global health issu emerg region epoch time report russia sweden discov ask local"
{ "$oid" : "515ee02edcd7f3713e000766" }," india digit switch million televis set set top box blank india digit deadlin expir monday object digit bring"
{ "$oid" : "515ee02edcd7f3713e000767" }," north korea nuclear reactor restart north korea nuclear reactor tuesday north korea will start plutonium reactor will increas product nuclear weapon materi"
{ "$oid" : "515ee02edcd7f3713e000768" }," fake zebra escap tokyo zoo video fake zebra escap dozen staff member tama zoolog park japan chase keeper dress zebra train exercis simul anim escap"
{ "$oid" : "515ee02edcd7f3713e000769" }," french survivor doctor kill contest death french survivor doctor thierri costa kill sudden death contest realiti"
{ "$oid" : "515ee02edcd7f3713e00076a" }," eurozon jobless 12 time currenc launch eurozon jobless 12 percent figur tuesday 17 eu countri eurozon 12 percent jobless rate"
{ "$oid" : "515ee02edcd7f3713e00076b" }," egypt food poison spark mass protest egypt food poison student egypt capit protest spate food poison"
{ "$oid" : "515ee02edcd7f3713e00076c" }," lego mosqu complaint forc lego pull jabba hutt set lego mosqu complaint danish toy maker lego will sell jabba palac set complaint emerg famous mosqu hagia sophia"
{ "$oid" : "515ee02edcd7f3713e00076d" }," north korea nuclear facil will restart north korea nuclear facil north korea report will ramp product nuclear weapon materi reopen nuclear facil shut"
{ "$oid" : "515ee02edcd7f3713e00076e" }," biggest pollut ukrain modern ecolog situat ukrain worst hold 102nd place 132 countri environment perform 2012"
{ "$oid" : "515ee02edcd7f3713e00076f" }," ukrain battl smoke effect ukrain rank 4th highest number smoker chang tactic push smoker kick habit"
{ "$oid" : "515ee02edcd7f3713e000770" }," gate hell turkey archaeologist gate hell turkey research call gate hell describ ancient greek roman mytholog turkey"
{ "$oid" : "515ee02edcd7f3713e000771" }," bieber ban vienna club bodyguard smash fan camera beber ban vienna club justin bieber ban club vienna bodyguard report smash fan camera"
{ "$oid" : "515ee02edcd7f3713e000772" }," russian troop afghanistan russia set mainten base russian troop afghanistan 20 year russia formal pull afghanistan soviet union occupi countri 1980s"
{ "$oid" : "515ee02edcd7f3713e000773" }," suicid bomber kill policemen iraq suicid bomber drove fuel laden truck polic station central iraq monday kill policemen offici"
{ "$oid" : "515ee02edcd7f3713e000774" }," jet korea respons north korean threat unit state 22 fighter jet join south korean millitari drill monday april 1 media report"
{ "$oid" : "515ee02edcd7f3713e000775" }," brazil soybean export set transport bottleneck brazil soybean product reach record level year port congest imped export soybean produc fear lose intern market"
{ "$oid" : "515ee02edcd7f3713e000776" }," jet korea 22 stealth jet join militari drill jet korea 22 stealth jet south korea sunday join drill"
{ "$oid" : "515ee02edcd7f3713e000777" }," urbi orbi speech pope call peac urbi orbi pope franci easter sunday deliv urbi orbi address vatican call peac korea iraq syria place"
{ "$oid" : "515ee02edcd7f3713e000778" }," malaysia footwear tourism industri celebr footwear tourism malaysia compris larg portion footwear export bring 200 annual countri misf 4th malaysian intern shoe"
{ "$oid" : "515ee02edcd7f3713e000779" }," north korea nuke nation life north korea nuke describ top decis make bodi north korea life nation nuke trade billion dollar"
{ "$oid" : "515ee02edcd7f3713e00077a" }," shakespear ruthless businessman studi hoarder moneylend tax dodger william shakespear"
{ "$oid" : "515ee02edcd7f3713e00077b" }," eiffel tower evacu bomb threat eiffel tower evacu eiffel tower evacu saturday even hour polic investig bomb threat anti terror forc alert case"
{ "$oid" : "515ee02edcd7f3713e00077c" }," north korea state war south korea north korea state war north korea announc saturday state war south korea threat unit state serious note"
{ "$oid" : "515ee02edcd7f3713e00077d" }," kenyan suprem court uphold elect kenya suprem court upheld elect uhuru kenyatta countri presid march 30 loser accept verdict mark tens elect"
{ "$oid" : "515ee02edcd7f3713e00077e" }," north korea threaten shut kaesong north korea threaten shut industri complex major symbol inter korean cooper march 30 peninsula state"
{ "$oid" : "515ee02edcd7f3713e00077f" }," afghan special forc takeov control nirkh region afghan special forc control troubl provinc border kabul troop saturday week long disput abus alleg"
{ "$oid" : "515ee02edcd7f3713e000780" }," al qaida spur unrest southern algeria protest unemploy southern algeria rais unrest countri sensit oil region attract attent al qaida"
{ "$oid" : "515ee02edcd7f3713e000781" }," north korea state war korea north korea state war friday north korea state war south korea"
{ "$oid" : "515ee02edcd7f3713e000782" }," crucifixion enact philippin draw thousand crucifixion enact good friday thousand gather town philippin watch enact crucifixion jesus christ"
{ "$oid" : "515ee02edcd7f3713e000783" }," north korea rocket standbi attack north korea rocket standbi week state media offici rocket threat pure bluster"
{ "$oid" : "515ee02edcd7f3713e000784" }," jew germani exhibit spark interest controversi jew germani exhibit exhibit jewish museum featur jew seat insid glass box hour day answer question visitor peopl don"
{ "$oid" : "515ee02fdcd7f3713e000785" }," gop distanc nra obama struggl win gop support legisl expand background check gun purchas ban assault weapon read"
{ "$oid" : "515ee02fdcd7f3713e000786" }," key fight immigr battl reform bill decis will bruis ego creat legaci deepli affect subsequ messag battl read"
{ "$oid" : "515ee02fdcd7f3713e000787" }," don sex marriag decis left state poll find survey week suprem court heard oral argument pair histor case read"
{ "$oid" : "515ee02fdcd7f3713e000788" }," obama optimist immigr reform gun control tougher obama spoke california push agenda fundrais democrat candid read"
{ "$oid" : "515ee02fdcd7f3713e000789" }," group worri schumer manchin water gun control bill gun control advoc senat weaken bill expand background check gun purchas read"
{ "$oid" : "515ee02fdcd7f3713e00078a" }," obama case nra tougher background check sell gun wouldn sell obama ask read"
{ "$oid" : "515ee02fdcd7f3713e00078b" }," white hous play familiar north korean nuclear threat jay carney armi claim final approv attack view context read"
{ "$oid" : "515ee02fdcd7f3713e00078c" }," carney shame gop lawmak filibust gun control legisl republican senat includ marco rubio rand paul plan filibust gun control attempt read"
{ "$oid" : "515ee02fdcd7f3713e00078d" }," obama conflict gun control gun right presid obama wednesday will argu conflict tougher gun control measur protect second amend read"
{ "$oid" : "515ee02fdcd7f3713e00078e" }," senat sacrific pay amid cut senat month pass measur urg member upper chamber forgo 20 percent salari sequestr read"
{ "$oid" : "515ee030dcd7f3713e00078f" }," real stori clay dyer typic bass fishermen best fish 2013 bassmast open seri born leg arm left side partial arm dyer"
{ "$oid" : "515ee030dcd7f3713e000790" }," christian comedian make splash nashvill christian newswir time michael joiner look heaven quot god actor better appli kmar"
{ "$oid" : "515ee030dcd7f3713e000791" }," benefit tppc annual inspir life 5k amp amp fun sponsor turn point pregnanc center schedul saturday 11 goos pond coloni scottsboro"
{ "$oid" : "515ee030dcd7f3713e000792" }," mother worri buri son deborah lacey son funer servic burial disabl woman help generous donor lacey son shot kill march 12 bodi storag"
{ "$oid" : "515ee030dcd7f3713e000793" }," narcot unit arrest peopl face drug charg search resid author tuesday"
{ "$oid" : "515ee030dcd7f3713e000794" }," legislatur vote pardon scottsboro boy montgomeri ap alabama lawmak vote thursday issu posthum pardon black men wrong convict rape white women 80 year ago base fals accus"
{ "$oid" : "515ee030dcd7f3713e000795" }," stevenson woman jail drug charg stevenson woman arrest monday jackson counti sheriff narcot unit stevenson polic execut search warrant resid counti road 287"
{ "$oid" : "515ee030dcd7f3713e000796" }," citi will repay money counti revenu offic scottsboro citi council will move forward repay jackson counti revenu commiss committe week investig situat"
{ "$oid" : "515ee030dcd7f3713e000797" }," scottsboro polic stay busi total three traffic stop tuesday afternoon wednesday morn peopl face drug charg"
{ "$oid" : "515ee030dcd7f3713e000798" }," jackson counti student kill wreck jackson counti student kill father friday head collis tennesse kentucki state news report"
{ "$oid" : "515ee031dcd7f3713e000799" }," thai provinci deputi governor colleagu kill blast bomb blast place bannang sata district wrack muslim insurg"
{ "$oid" : "515ee031dcd7f3713e00079a" }," power restor japan nuke plant cool system dead rat switchboard suspect power outag month"
{ "$oid" : "515ee031dcd7f3713e00079b" }," pak anti graft bodi object sharif brother candidatur nation account bureau yesterday rais issu offici communic"
{ "$oid" : "515ee031dcd7f3713e00079c" }," uruguay presid call argentina cristina kirchner hag jose mujica left red face disparag remark pick open microphon"
{ "$oid" : "515ee031dcd7f3713e00079d" }," colleg student bodi presid sex offend doug figueroa plead guilti 2005 kidnap lewd lascivi act boy 14"
{ "$oid" : "515ee031dcd7f3713e00079e" }," issu fresh waiver pakistan waiver issu quiet deputi secretari state thoma nide februari 15"
{ "$oid" : "515ee031dcd7f3713e00079f" }," pakistan poll nomin paper pervez musharraf reject paper invalid ground signatur match nation card"
{ "$oid" : "515ee031dcd7f3713e0007a0" }," launch pre emptiv strike north korea congressman don wait american kill wound injur peter king"
{ "$oid" : "515ee031dcd7f3713e0007a1" }," barack obama call indian american kamala harri best ag creat stir obama join long list public figur attract woman comment"
{ "$oid" : "515ee031dcd7f3713e0007a2" }," earthquak rattl acapulco mexico citi report damag injuri citi mexico citi mayor"
{ "$oid" : "515ee032dcd7f3713e0007a3" }," jack kerouac jon hamm jack kerouac didn easi childhood icon writer grew alcohol father famili bare food tabl"
{ "$oid" : "515ee032dcd7f3713e0007a4" }," anthoni perkin lost jungl produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee032dcd7f3713e0007a5" }," presidenti basebal pitch start tradit arriv spring bring start basebal season american tradit occasion awkward slow danc junior prom"
{ "$oid" : "515ee032dcd7f3713e0007a6" }," museum dedic women contempl trip val kill eleanor roosevelt charm cottag estat ground fdr impos hyde park struck discov"
{ "$oid" : "515ee032dcd7f3713e0007a7" }," hermann rorschach brad pitt swiss psychiatrist hermann rorschach best creat famous quot rorschach inkblot test quot analyz patient pattern"
{ "$oid" : "515ee032dcd7f3713e0007a8" }," leonard nimoy live long happi birthday produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee032dcd7f3713e0007a9" }," women win workplac femal ceo time corpor america boy club rule slowli shift top ladder women run"
{ "$oid" : "515ee033dcd7f3713e0007aa" }," bob hope king oscar produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee033dcd7f3713e0007ab" }," princ biographi author tour princ conjur sensat sex rhapsodi rock roll generat romantic white"
{ "$oid" : "515ee033dcd7f3713e0007ac" }," pope franci 10 fact holi quot god forgiv quot newli ordain pope franci jest fellow cardin fill room laughter nbsp 1 2"
{ "$oid" : "515ee033dcd7f3713e0007ad" }," st patrick fact time irish heritag spotlight arriv st patrick day partak luckiest day year will break"
{ "$oid" : "515ee033dcd7f3713e0007ae" }," eli whitney invent america futur produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee033dcd7f3713e0007af" }," elisabeth hasselbeck leav view conserv daytim talk appear bow nbsp report abc go renew talk host elisabeth hasselbeck contract"
{ "$oid" : "515ee033dcd7f3713e0007b0" }," women presid american politico pundit make bet secretari state hillari clinton will move highest offic land"
{ "$oid" : "515ee033dcd7f3713e0007b1" }," mia wasikowska gwyneth paltrow despit endless list hollywood kid trainwreck adult except rule mia wasikowska exampl"
{ "$oid" : "515ee033dcd7f3713e0007b2" }," hugo chavez venezuelan presid die venezuelan presid hugo chavez die year bout cancer report ny time 58 nbsp socialist leader power 14 year ago"
{ "$oid" : "515ee033dcd7f3713e0007b3" }," franc perkin open cabinet produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee033dcd7f3713e0007b4" }," bonni franklin day time star die televis broadway actress bonni franklin die friday los angel pancreat cancer report hollywood report 69 nbsp emmi"
{ "$oid" : "515ee033dcd7f3713e0007b5" }," denni rodman kim jong friend life disunion vatican amid pope benedict xvi departur today heart place eyelash bat feel"
{ "$oid" : "515ee033dcd7f3713e0007b6" }," tilda swinton david bowi conform superstar english singer david bowi music scene 1969 singl quot space odditi quot uniqu song"
{ "$oid" : "515ee033dcd7f3713e0007b7" }," yahoo marissa mayer telecommut polici good bad idea yahoo ceo marissa mayer bit hot water compani memo inform employe pajama parti day telecommut"
{ "$oid" : "515ee033dcd7f3713e0007b8" }," mister roger televis neighbor produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee033dcd7f3713e0007b9" }," booker washington theodor roosevelt explos dinner booker washington cross threshold white hous octob 16 1901 dinner presid theodor roosevelt men knew"
{ "$oid" : "515ee033dcd7f3713e0007ba" }," clive davi discuss whitney bruce milli vanilli book clive davi memoir soundtrack life lot buzz outlet focus revel bisexu"
{ "$oid" : "515ee033dcd7f3713e0007bb" }," nina simon 80th birthday interest fact eunic kathleen waymon better nina simon ve turn 80 today velveti vocal unclassifi music american singer gift pianist"
{ "$oid" : "515ee033dcd7f3713e0007bc" }," fact georg washington share birthday georg washington child enjoy learn unusu fact presid funni stiff icon"
{ "$oid" : "515ee033dcd7f3713e0007bd" }," king loui xii vladimir putin acquir power birthright democrat process run nation easi task loui xii king franc 1498 countri"
{ "$oid" : "515ee033dcd7f3713e0007be" }," thoma edison father phonograph produc bio review hundr photo famous figur week award win actor popular singer headlin scandal maker"
{ "$oid" : "515ee033dcd7f3713e0007bf" }," author call kate middleton machin doll mind morn sick kate middleton woke week nauseous nbsp lectur book royal"
{ "$oid" : "515ee033dcd7f3713e0007c0" }," presid day enlighten book presid club wanna presid day light hot press presid club insid exclus fratern sneak peek insid"
{ "$oid" : "515ee034dcd7f3713e0007c1" }," refere accus sexual bribe suffer episod detent three lebanes footbal offici accus receiv sexual bribe return fix match singapor bail hear postpon judg citi state friday reuter nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c2" }," man 21 arrest alleg trespass suspect jail year guilti asiaon nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c3" }," leagu coach jail embezzl 170 000 father law coach woodland wellington footbal club jail year district court friday misappropri money st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c4" }," refere accus sexual bribe suffer episod detent three lebanes footbal offici accus receiv sexual bribe return fix match singapor bail hear postpon judg citi state friday reuter nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c5" }," rooftop beehiv creat buzz french parliament bee expect move weather warm produc 150 honey year reuter nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c6" }," japan whale haul record low minist haul japan whale mission southern ocean record low year govern minist friday blame unforgiv sabotag activist afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c7" }," link changi airport myanmar financi capit mandalay golden myanmar airlin launch daili servic point yangon st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c8" }," injur serviceman hospit upload pictur salut uniform chee 30 photo facebook profil pictur thursday photo garner 200 like st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007c9" }," crimin record expung polic review discov ident theft period 33 year peopl unwit convict crime commit st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007ca" }," israel deni link arm ship seiz egypt foreign ministri spokesman yigal palmor told afp israel ship afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007cb" }," afghan donkey bomb kill policeman offici explos set anim walk close polic post volatil district alingar laghman provinc afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007cc" }," 30 dead india build collaps polic storey illeg structur collaps thursday even creat mangl heap steel concret metr afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007cd" }," korea evacu kaesong worker minist indic evacu carri afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007ce" }," korea move second missil coast report mark latest increment move north korea issu seri apocalypt warn nuclear war week afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007cf" }," larg triad gather raid polic 350 shenzhen polic surround arrest 160 member hong kong triad biggest oper asiaon nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d0" }," militari return okinawa land japan report tokyo washington agre will return land current occupi controversi futenma airbas afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d1" }," obama budget offer program cut seek deficit deal offici presid will offer appli generous measur inflat calcul cost live increas reuter nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d2" }," cut gaza food aid protest local offic dozen gazan forc field offic unrwa demand reinstat month cash allow poor famili halt afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d3" }," myanmar buddhist muslim brawl indonesia kill 8 polic fight broke belawan port immigr detent centr north sumatra provinc afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d4" }," japan whale haul record low minist hunt net 103 antarct mink whale half talli year fin whale afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d5" }," govern focus singapor convers pm lee singaporean govern will deep dive specif issu healthcar hous educ age st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d6" }," sex fix game 3 lebanes charg refere apologis sex girl ask massag st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d7" }," duo convict brazil amazon activist murder men sentenc 40 year jail 2011 murder coupl blew whistl illeg log brazilian amazon afp nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d8" }," sex fix game 3 lebanes charg refere apologis sex girl ask massag st nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee034dcd7f3713e0007d9" }," bodi trolley bag case accus jail three year origin charg murder discharg acquitt earlier year nbsp nbsp nbsp nbsp"
{ "$oid" : "515ee035dcd7f3713e0007da" }," chief urg nation step poverti fight madrid secretari general ban ki moon thursday urg nation fulfil goal reduc extrem poverti improv live standard 2015"
{ "$oid" : "515ee035dcd7f3713e0007db" }," madonna visit children ward malawi blantyr malawi pop diva madonna spend fourth day southern african countri malawi thursday pick ail children joke visit overcrowd children ward blantyr countri largest citi"
{ "$oid" : "515ee035dcd7f3713e0007dc" }," ship ban satellit phone seiz held mumbai act intellig coast guard seiz suspici vessel mumbai coast late wednesday night crew member indian detain interrog"
{ "$oid" : "515ee035dcd7f3713e0007dd" }," rahul rubbish pm talk push inclus india delhi rahul gandhi scion india nehru gandhi dynasti contend prime minist 2014 thursday offer broad vision 21st centuri india major speech busi leader critic call vagu rambl"
{ "$oid" : "515ee035dcd7f3713e0007de" }," kerala cong panel rehabilit gulf returne trivandrum term nitaqat programm initi saudi arabia gulf dream kerala unit rule congress parti urg state feder govern evolv comprehens rehabilit packag return emigr"
{ "$oid" : "515ee035dcd7f3713e0007df" }," forest minist wife seek rs200m alimoni trivandrum local court direct kerala forest minist ganesh kumar evict estrang wife hous citi"
{ "$oid" : "515ee035dcd7f3713e0007e0" }," nia gujarat probe kerala 8232 terrorist camp ahmedabad nation investig agenc arriv grill 2008 ahmedabad serial blast accus lodg jail believ attend train camp subvers waghamon jungl kerala"
{ "$oid" : "515ee035dcd7f3713e0007e1" }," andhra congress bid 8232 regain public confid hyderabad bad batter bruis congress govern andhra pradesh manag surviv confid motion move decid push aggress populist agenda regain public confid ahead assembl elect earli year"
{ "$oid" : "515ee035dcd7f3713e0007e2" }," pakistan elit pay tax london britain increas aid pakistan islamabad wealthi elit pay tax british lawmak recommend thursday"
{ "$oid" : "515ee035dcd7f3713e0007e3" }," ppp countri track zardari karachi presid asif ali zardari thursday claim pakistan peopl parti ppp year rule pakistan track strengthen democraci countri despit multipl hurdl weak"
{ "$oid" : "515ee035dcd7f3713e0007e4" }," remov area day sc karachi suprem court thursday reject report sindh polic ranger law order situat karachi direct author elimin area citi day"
{ "$oid" : "515ee036dcd7f3713e0007e5" }," bellari mine baron karunakar reddi bjp list karunakar reddi decis stick bjp despit odd earn parti ticket bjp cautious field bellari vicki nanjappa report"
{ "$oid" : "515ee036dcd7f3713e0007e6" }," india start visa arriv pakistani senior citizen fillip relat pakistan india start visa arriv facil senior citizen countri"
{ "$oid" : "515ee036dcd7f3713e0007e7" }," phase wise revoc afspa top omar list phase wise revoc controversi arm forc special power return power project jammu kashmir wish chief minist omar abdullah"
{ "$oid" : "515ee036dcd7f3713e0007e8" }," congress liken narendra modi yamraj rake 2002 post godhra riot issu congress appear compar gujarat chief minist narendra modi yamraj lord death hindu mytholog"
{ "$oid" : "515ee036dcd7f3713e0007e9" }," mandela fine better hospit wife south african presid nelson mandela fine condit improv wife week anti apartheid icon admit hospit pneumonia"
{ "$oid" : "515ee036dcd7f3713e0007ea" }," photo thane build collaps death toll rise 41 death toll construct build collaps shil phata area district risen 37 rescuer recov bodi site friday thane polic control room"
{ "$oid" : "515ee036dcd7f3713e0007eb" }," lot mediocr journalist katju justifi decis appoint panel fix minimum qualif journalist press council chairman markandey katju friday aim muzzl media improv standard lot mediocr profession field"
{ "$oid" : "515ee036dcd7f3713e0007ec" }," taka poll jd list three top cop janata dal secular list candid karnataka elect 2013 list three cop"
{ "$oid" : "515ee036dcd7f3713e0007ed" }," bihar rti activist murder probe crime branch attack opposit parti activist bihar govern order crime branch probe murder rti activist ram kumar thakur polic offici"
{ "$oid" : "515ee036dcd7f3713e0007ee" }," pakistan poll nomin paper musharraf reject pakistan presid pervez musharraf nomin paper parliamentari constitu pakistan punjab provinc friday reject suprem court decid hear petit seek militari ruler trial treason"
{ "$oid" : "515ee03adcd7f3713e0007ef" }," crew scene crash 55 polic scene crash interst 55 cape girardeau"
{ "$oid" : "515ee03adcd7f3713e0007f0" }," 525 000 missourian health insur aid health care advocaci group 525 000 missouri resid feder subsidi health insur 2014"
{ "$oid" : "515ee03bdcd7f3713e0007f1" }," grant ky student age 24 older kentucki higher educ offici adult student elig student aid higher grant award 1 000"
{ "$oid" : "515ee03bdcd7f3713e0007f2" }," polic probe salvat armi break bellevill polic investig burglari salvat armi store southwestern illinoi citi bellevill"
{ "$oid" : "515ee03bdcd7f3713e0007f3" }," mom accus attempt drown 2 children wyandott counti district attorney jerom gorman announc file attempt degre murder charg 23 year woman"
{ "$oid" : "515ee03bdcd7f3713e0007f4" }," ware chat letterman top 10 list kevin ware futur comedian"
{ "$oid" : "515ee03bdcd7f3713e0007f5" }," person dead hurt afternoon wreck trooper wreck happen 3 00p thursday afternoon nbsp illinoi rout 154 boxeld road nbsp perri counti illinoi"
{ "$oid" : "515ee03bdcd7f3713e0007f6" }," bill link welfar grade critic controversi tennesse bill link welfar student 39 perform classroom memphi citi councilman furious"
{ "$oid" : "515ee03bdcd7f3713e0007f7" }," casino king testifi vega contract suit casino mogul gop super donor sheldon adelson spent rare afternoon public eye thursday defend decis turn hong kong businessman owe 328"
{ "$oid" : "515ee03bdcd7f3713e0007f8" }," colorado governor order audit inmat record colorado 39 governor announc sweep review state 39 prison parol oper thursday evid pile show white supremacist gang member slip crack crimin"
{ "$oid" : "515ee03bdcd7f3713e0007f9" }," holm psychiatrist warn threat attack psychiatrist treat jame holm told campus polic month colorado theater attack holm homicid thought danger public document releas thursday"
{ "$oid" : "515ee03bdcd7f3713e0007fa" }," earthquak rattl peopl southeast missouri second time week earthquak rattl peopl bootheel southeast missouri"
{ "$oid" : "515ee03bdcd7f3713e0007fb" }," ebert nation best film critic die 70 roger ebert watch thumb hollywood"
{ "$oid" : "515ee03bdcd7f3713e0007fc" }," soldier charg murder fort knox shoot soldier apprehend thursday tennesse charg murder shoot death civilian employe kentucki 39 fort knox day earlier"
{ "$oid" : "515ee03bdcd7f3713e0007fd" }," conn gun law model congress state gov dannel malloy sign law sweep restrict weapon larg capac ammunit magazin thursday respons sandi hook elementari school massacr bipartisan deal gun control"
{ "$oid" : "515ee03bdcd7f3713e0007fe" }," ap sourc tim pernetti rutger ad person familiar decis tim pernetti rutger athlet director amid men 39 basketbal scandal cost coach job"
{ "$oid" : "515ee03bdcd7f3713e0007ff" }," judg rule morn pill age prescript feder judg rule morn pill counter age prescript"
{ "$oid" : "515ee03bdcd7f3713e000800" }," mo man sentenc pay restitut porn southwest missouri man will serv 12 year prison pay restitut child depict pornographi seiz case"
{ "$oid" : "515ee03bdcd7f3713e000801" }," ky offici vehicl stolen set ablaz bell counti judg execut albey brock left offici vehicl courthous notic wasn 39 park come"
{ "$oid" : "515ee03bdcd7f3713e000802" }," newborn die restaur newborn babi die discov bathroom suburban chicago fast food restaur"
{ "$oid" : "515ee03bdcd7f3713e000803" }," friday morn onlin trend 4 05 lot interest thing happen friday morn web 39 coupl 39 ll today"
{ "$oid" : "515ee03bdcd7f3713e000804" }," missouri memori set slain colo prison boss colorado prison chief shot death month will rememb missouri memori servic"
{ "$oid" : "515ee03bdcd7f3713e000805" }," build collaps india 35 kill build collaps construct illeg mumbai india suburb kill 35 peopl polic friday"
{ "$oid" : "515ee03bdcd7f3713e000806" }," north korea threat spark buzz guam panic urquico live guam 19 year 39 militari backdrop everyday life navi ship visit air forc jet fli overhead war game play pacif island 39 shore"
{ "$oid" : "515ee03bdcd7f3713e000807" }," chicago offici public drink crackdown chicago 39 mayor increas penalti drink urin public gambl"
{ "$oid" : "515ee03bdcd7f3713e000808" }," gas price heartland check top 10 price gas heartland"
{ "$oid" : "515ee03bdcd7f3713e000809" }," ncaa basketbal kfvs12 find game kfvs12 watch nbsp game"
{ "$oid" : "515ee03bdcd7f3713e00080a" }," start day pledg classroom pledg tv"
{ "$oid" : "515ee03bdcd7f3713e00080b" }," senior student seek seat school board franklin counti teenag toss hat polit ring seat school district 39 school board"
{ "$oid" : "515ee03bdcd7f3713e00080c" }," heartland news team special report stuck park rememb januari 19 1975 robert grissom sikeston nbsp cairo illinoi day illinoi secretari state 39 offic beg differ"
{ "$oid" : "515ee03bdcd7f3713e00080d" }," woman bodi car day tow bodi north carolina woman crash car day tow scene accid"
{ "$oid" : "515ee03bdcd7f3713e00080e" }," mo hous endors name bridg musial missouri hous approv legisl bridg mississippi river late st loui cardin great stan musial"
{ "$oid" : "515ee03bdcd7f3713e00080f" }," yourturn 39 ve heard kfvs12 viewpoint 39 yourturn express opinion"
{ "$oid" : "515ee03bdcd7f3713e000810" }," product boss spend day mckinsey quarter studi boss reveal tip satisfi product day"
{ "$oid" : "515ee03bdcd7f3713e000811" }," salt potassium equal million live save reduc dietari salt intak boost level potassium prevent million death heart diseas stroke worldwid year three studi"
{ "$oid" : "515ee03bdcd7f3713e000812" }," roger ebert die battl cancer film critic roger ebert die thursday long battl cancer tvguid confirm 70"
{ "$oid" : "515ee03bdcd7f3713e000813" }," rees witherspoon brunett legal brunett"
{ "$oid" : "515ee03bdcd7f3713e000814" }," egg recip simpl versatil delici perfect breakfast lunch dinner dessert egg natur 39 perfect food"
{ "$oid" : "515ee03bdcd7f3713e000815" }," coupl live marri american women live partner tie knot govern survey find"
{ "$oid" : "515ee03bdcd7f3713e000816" }," 2013 buick encor recal steer wheel detach buick issu recal nbsp encor compact crossov nbsp problem steer wheel nbsp car nbsp loos detach steer column"
{ "$oid" : "515ee03bdcd7f3713e000817" }," roger ebert cancer return leav presenc roger ebert cancer return 39 time slow leav presenc"
{ "$oid" : "515ee03bdcd7f3713e000818" }," babi gear borrow danger hand down find babi gear safe borrow 39"
{ "$oid" : "515ee03bdcd7f3713e000819" }," melanoma rate rise children melanoma dead form skin cancer doesn 39 occur kid studi 39 happen"
{ "$oid" : "515ee03bdcd7f3713e00081a" }," white hous econom recoveri intact white hous friday 39 unemploy report proof econom recoveri continu"
{ "$oid" : "515ee03bdcd7f3713e00081b" }," gang member arrest colo correct kill member white supremacist gang link kill colorado 39 prison chief arrest mile state offici shot death answer door"
{ "$oid" : "515ee03bdcd7f3713e00081c" }," heitkamp support gay marriag north dakota sen heidi heitkamp revers previous stanc support gay marriag"
{ "$oid" : "515ee03bdcd7f3713e00081d" }," obama israel visit easter extra special presid barack obama felt spirit jesus christ visit israel easter special"
